1	104
2	107
3	103
4	103
5	108
6	104
7	104
8	104
9	104
10	104
11	104
12	104
13	104
14	104
15	104
16	104
17	104
18	107
19	106
20	107
21	107
22	103
23	104
24	109
25	107
26	106
27	107
28	103
29	107
30	104
31	104
32	107
33	106
34	106
35	107
36	106
37	107
38	107
39	106
40	103
41	103
42	103
43	103
44	103
45	106
46	106
47	106
48	103
49	106
50	109
51	106
52	106
53	108
54	106
55	109
56	108
57	108
58	106
59	104
60	103
61	103
62	103
63	109
64	103
65	107
66	109
67	109
68	106
69	109
70	106
71	106
72	103
73	107
74	109
75	109
76	109
77	106
78	104
79	104
80	104
81	104
82	106
83	104
84	107
85	109
86	109
87	107
88	106
89	109
90	109
91	109
92	107
93	104
94	109
95	109
96	109
97	107
98	109
99	106
100	106
101	109
102	109
103	103
104	107
105	107
106	107
107	107
108	107
109	107
110	107
111	103
112	104
113	109
114	109
115	109
116	103
117	106
118	103
119	106
120	103
121	107
122	107
123	106
124	103
125	103
126	107
127	107
128	106
129	106
130	109
131	101
132	103
133	109
134	109
135	109
136	106
137	106
138	107
139	109
140	107
141	107
142	106
143	107
144	107
145	107
146	109
147	107
148	109
149	108
150	105
151	104
152	101
153	108
154	107
155	104
156	109
157	109
158	107
159	107
160	107
161	103
162	103
163	104
164	103
165	106
166	107
167	106
168	108
169	105
170	105
171	108
172	109
173	109
174	108
175	103
176	107
177	109
178	109
179	109
180	108
181	106
182	104
183	108
184	106
185	109
186	107
187	104
188	108
189	109
190	104
191	107
192	107
193	109
194	106
195	106
196	109
197	104
198	104
199	104
200	104
201	105
202	107
203	106
204	108
205	109
206	108
207	109
208	107
209	107
210	104
211	107
212	107
213	107
214	104
215	108
216	107
217	109
218	109
219	109
220	107
221	109
222	106
223	109
224	107
225	106
226	109
227	106
228	108
229	104
230	105
231	103
232	106
233	103
234	106
235	108
236	107
237	104
238	104
239	105
240	109
241	107
242	106
243	104
244	104
245	103
246	107
247	107
248	104
249	109
250	109
251	109
252	107
253	109
254	109
255	106
256	106
257	107
258	108
259	108
260	108
261	108
262	108
263	107
264	108
265	107
266	109
267	107
268	109
269	108
270	108
271	108
272	107
273	107
274	108
275	108
276	107
277	108
278	108
279	107
280	107
281	108
282	107
283	109
284	107
285	107
286	107
287	108
288	106
289	108
290	108
291	108
292	107
293	108
294	107
295	107
296	109
297	108
298	107
299	108
300	108
301	108
302	107
303	107
304	109
305	108
306	107
307	107
308	108
309	108
310	105
311	107
312	108
313	108
314	107
315	107
316	107
317	109
318	106
319	106
320	109
321	104
322	103
323	104
324	107
325	109
326	106
327	109
328	107
329	109
330	107
331	109
332	109
333	109
334	108
335	104
336	109
337	108
338	108
339	106
340	105
341	109
342	109
343	109
344	106
345	103
346	108
347	104
348	106
349	104
350	106
351	109
352	109
353	109
354	105
355	108
356	109
357	109
358	104
359	107
360	108
361	103
362	107
363	106
364	106
365	104
366	109
367	109
368	106
369	109
370	107
371	107
372	107
373	106
374	104
375	104
376	107
377	104
378	104
379	104
380	104
381	109
382	109
383	109
384	106
385	108
386	108
387	106
388	103
389	104
390	104
391	106
392	106
393	107
394	106
395	108
396	107
397	104
398	103
399	103
400	105
401	107
402	106
403	106
404	109
405	109
406	109
407	108
408	109
409	106
410	109
411	106
412	107
413	103
414	106
415	104
416	104
417	106
418	104
419	109
420	106
421	105
422	108
423	108
424	103
425	103
426	109
427	105
428	109
429	104
430	107
431	103
432	106
433	106
434	106
435	103
436	109
437	108
438	107
439	106
440	109
441	109
442	106
443	108
444	106
445	106
446	108
447	106
448	106
449	104
450	103
451	101
452	104
453	107
454	104
455	108
456	109
457	108
458	107
459	104
460	107
461	106
462	107
463	107
464	109
465	106
466	109
467	107
468	107
469	107
470	108
471	107
472	104
473	108
474	105
475	108
476	108
477	108
478	106
479	107
480	108
481	105
482	108
483	105
484	109
485	104
486	107
487	109
488	107
489	107
490	109
491	108
492	109
493	105
494	108
495	106
496	108
497	107
498	108
499	107
500	104
501	104
502	104
503	104
504	103
505	106
506	106
507	106
508	106
509	106
510	106
511	106
512	106
513	106
514	106
515	106
516	108
517	106
518	106
519	107
520	106
521	106
522	106
